phenocode	phenotype	category	num_cases	num_controls	path_bucket	path_https
C3_BREAST_ERPLUS_EXALLC	Malignant neoplasm of breast, ER-positive, excluding all cancers (controls excluding all cancers)	II Neoplasms, from cancer register (ICD-O-3)	14540	221705	gs://finngen-public-data-r12/summary_stats/release/finngen_R12_C3_BREAST_ERPLUS_EXALLC.gz	https://storage.googleapis.com/finngen-public-data-r12/summary_stats/release/finngen_R12_C3_BREAST_ERPLUS_EXALLC.gz
C3_BREAST_EXALLC	Malignant neoplasm of breast, excluding all cancers (controls excluding all cancers)	II Neoplasms, from cancer register (ICD-O-3)	24270	222078	gs://finngen-public-data-r12/summary_stats/release/finngen_R12_C3_BREAST_EXALLC.gz	https://storage.googleapis.com/finngen-public-data-r12/summary_stats/release/finngen_R12_C3_BREAST_EXALLC.gz
C3_BRONCHUS_LUNG_EXALLC	Malignant neoplasm of bronchus and lung, excluding all cancers (controls excluding all cancers)	II Neoplasms, from cancer register (ICD-O-3)	9639	378749	gs://finngen-public-data-r12/summary_stats/release/finngen_R12_C3_BRONCHUS_LUNG_EXALLC.gz	https://storage.googleapis.com/finngen-public-data-r12/summary_stats/release/finngen_R12_C3_BRONCHUS_LUNG_EXALLC.gz
C3_CANCER_EXALLC	Malignant neoplasm, excluding all cancers (controls excluding all cancers)	II Neoplasms, from cancer register (ICD-O-3)	121495	378749	gs://finngen-public-data-r12/summary_stats/release/finngen_R12_C3_CANCER_EXALLC.gz	https://storage.googleapis.com/finngen-public-data-r12/summary_stats/release/finngen_R12_C3_CANCER_EXALLC.gz
C3_CIRCULATING_LYMPHOID	Rare circulating lymphoid malignancy	II Neoplasms, from cancer register (ICD-O-3)	1044	499304	gs://finngen-public-data-r12/summary_stats/release/finngen_R12_C3_CIRCULATING_LYMPHOID.gz	https://storage.googleapis.com/finngen-public-data-r12/summary_stats/release/finngen_R12_C3_CIRCULATING_LYMPHOID.gz
C3_CIRCULATING_LYMPHOID_EXALLC	Rare circulating lymphoid malignancy, excluding all cancers (controls excluding all cancers)	II Neoplasms, from cancer register (ICD-O-3)	1044	378749	gs://finngen-public-data-r12/summary_stats/release/finngen_R12_C3_CIRCULATING_LYMPHOID_EXALLC.gz	https://storage.googleapis.com/finngen-public-data-r12/summary_stats/release/finngen_R12_C3_CIRCULATING_LYMPHOID_EXALLC.gz
C3_COLON_ADENO_EXALLC	Colon adenocarcinoma, excluding all cancers (controls excluding all cancers)	II Neoplasms, from cancer register (ICD-O-3)	4478	378749	gs://finngen-public-data-r12/summary_stats/release/finngen_R12_C3_COLON_ADENO_EXALLC.gz	https://storage.googleapis.com/finngen-public-data-r12/summary_stats/release/finngen_R12_C3_COLON_ADENO_EXALLC.gz
C3_COLON_EXALLC	Malignant neoplasm of colon, excluding all cancers (controls excluding all cancers)	II Neoplasms, from cancer register (ICD-O-3)	7698	378749	gs://finngen-public-data-r12/summary_stats/release/finngen_R12_C3_COLON_EXALLC.gz	https://storage.googleapis.com/finngen-public-data-r12/summary_stats/release/finngen_R12_C3_COLON_EXALLC.gz
C3_COLORECTAL_ADENO_EXALLC	Colorectal adenocarcinoma, excluding all cancers (controls excluding all cancers)	II Neoplasms, from cancer register (ICD-O-3)	7876	378749	gs://finngen-public-data-r12/summary_stats/release/finngen_R12_C3_COLORECTAL_ADENO_EXALLC.gz	https://storage.googleapis.com/finngen-public-data-r12/summary_stats/release/finngen_R12_C3_COLORECTAL_ADENO_EXALLC.gz
C3_COLORECTAL_EXALLC	Colorectal cancer, excluding all cancers (controls excluding all cancers)	II Neoplasms, from cancer register (ICD-O-3)	11790	378749	gs://finngen-public-data-r12/summary_stats/release/finngen_R12_C3_COLORECTAL_EXALLC.gz	https://storage.googleapis.com/finngen-public-data-r12/summary_stats/release/finngen_R12_C3_COLORECTAL_EXALLC.gz
C3_CORPUS_UTERI_EXALLC	Malignant neoplasm of corpus uteri, excluding all cancers (controls excluding all cancers)	II Neoplasms, from cancer register (ICD-O-3)	3490	222078	gs://finngen-public-data-r12/summary_stats/release/finngen_R12_C3_CORPUS_UTERI_EXALLC.gz	https://storage.googleapis.com/finngen-public-data-r12/summary_stats/release/finngen_R12_C3_CORPUS_UTERI_EXALLC.gz
C3_DLBCL_EXALLC	Diffuse large B-cell lymphoma, excluding all cancers (controls excluding all cancers)	II Neoplasms, from cancer register (ICD-O-3)	1505	378749	gs://finngen-public-data-r12/summary_stats/release/finngen_R12_C3_DLBCL_EXALLC.gz	https://storage.googleapis.com/finngen-public-data-r12/summary_stats/release/finngen_R12_C3_DLBCL_EXALLC.gz
C3_HEAD_AND_NECK_EXALLC	Malignant neoplasm of head and neck, excluding all cancers (controls excluding all cancers)	II Neoplasms, from cancer register (ICD-O-3)	3942	378749	gs://finngen-public-data-r12/summary_stats/release/finngen_R12_C3_HEAD_AND_NECK_EXALLC.gz	https://storage.googleapis.com/finngen-public-data-r12/summary_stats/release/finngen_R12_C3_HEAD_AND_NECK_EXALLC.gz
C3_KIDNEY_CLEAR_CELL_CARCINOMA_EXALLC	Clear cell adenocarcinoma of kidney, excluding all cancers (controls excluding all cancers)	II Neoplasms, from cancer register (ICD-O-3)	1499	378749	gs://finngen-public-data-r12/summary_stats/release/finngen_R12_C3_KIDNEY_CLEAR_CELL_CARCINOMA_EXALLC.gz	https://storage.googleapis.com/finngen-public-data-r12/summary_stats/release/finngen_R12_C3_KIDNEY_CLEAR_CELL_CARCINOMA_EXALLC.gz
C3_KIDNEY_NOTRENALPELVIS_EXALLC	Malignant neoplasm of kidney, except renal pelvis, excluding all cancers (controls excluding all cancers)	II Neoplasms, from cancer register (ICD-O-3)	3926	378749	gs://finngen-public-data-r12/summary_stats/release/finngen_R12_C3_KIDNEY_NOTRENALPELVIS_EXALLC.gz	https://storage.googleapis.com/finngen-public-data-r12/summary_stats/release/finngen_R12_C3_KIDNEY_NOTRENALPELVIS_EXALLC.gz
C3_LUNG_NONSMALL_EXALLC	Non-small cell lung cancer, excluding all cancers (controls excluding all cancers)	II Neoplasms, from cancer register (ICD-O-3)	6446	378749	gs://finngen-public-data-r12/summary_stats/release/finngen_R12_C3_LUNG_NONSMALL_EXALLC.gz	https://storage.googleapis.com/finngen-public-data-r12/summary_stats/release/finngen_R12_C3_LUNG_NONSMALL_EXALLC.gz
C3_MELANOMA_EXALLC	Malignant melanoma, excluding all cancers (controls excluding all cancers)	II Neoplasms, from cancer register (ICD-O-3)	6925	378368	gs://finngen-public-data-r12/summary_stats/release/finngen_R12_C3_MELANOMA_EXALLC.gz	https://storage.googleapis.com/finngen-public-data-r12/summary_stats/release/finngen_R12_C3_MELANOMA_EXALLC.gz
C3_MELANOMA_SKIN_EXALLC	Malignant melanoma of skin, excluding all cancers (controls excluding all cancers)	II Neoplasms, from cancer register (ICD-O-3)	5753	378749	gs://finngen-public-data-r12/summary_stats/release/finngen_R12_C3_MELANOMA_SKIN_EXALLC.gz	https://storage.googleapis.com/finngen-public-data-r12/summary_stats/release/finngen_R12_C3_MELANOMA_SKIN_EXALLC.gz
C3_MENINGIOMA_EXALLC	Brain meningioma, excluding all cancers (controls excluding all cancers)	II Neoplasms, from cancer register (ICD-O-3)	1835	377674	gs://finngen-public-data-r12/summary_stats/release/finngen_R12_C3_MENINGIOMA_EXALLC.gz	https://storage.googleapis.com/finngen-public-data-r12/summary_stats/release/finngen_R12_C3_MENINGIOMA_EXALLC.gz
C3_MULT_MYELOMA_EXALLC	Multiple myeloma, excluding all cancers (controls excluding all cancers)	II Neoplasms, from cancer register (ICD-O-3)	1608	378739	gs://finngen-public-data-r12/summary_stats/release/finngen_R12_C3_MULT_MYELOMA_EXALLC.gz	https://storage.googleapis.com/finngen-public-data-r12/summary_stats/release/finngen_R12_C3_MULT_MYELOMA_EXALLC.gz
C3_MYELOMA_MONOCLONAL_EXALLC	Multiple myeloma, Monoclonal gammopathy of undetermined significance (MGUS), excluding all cancers (controls excluding all cancers)	II Neoplasms, from cancer register (ICD-O-3)	2951	377997	gs://finngen-public-data-r12/summary_stats/release/finngen_R12_C3_MYELOMA_MONOCLONAL_EXALLC.gz	https://storage.googleapis.com/finngen-public-data-r12/summary_stats/release/finngen_R12_C3_MYELOMA_MONOCLONAL_EXALLC.gz
C3_NONHODGKIN_EXALLC	Non-Hodgkin lymphoma, all, excluding all cancers (controls excluding all cancers)	II Neoplasms, from cancer register (ICD-O-3)	5225	378749	gs://finngen-public-data-r12/summary_stats/release/finngen_R12_C3_NONHODGKIN_EXALLC.gz	https://storage.googleapis.com/finngen-public-data-r12/summary_stats/release/finngen_R12_C3_NONHODGKIN_EXALLC.gz
C3_NSCLC_ADENO_EXALLC	Non-small cell lung cancer, adenocarcinoma, excluding all cancers (controls excluding all cancers)	II Neoplasms, from cancer register (ICD-O-3)	2219	378749	gs://finngen-public-data-r12/summary_stats/release/finngen_R12_C3_NSCLC_ADENO_EXALLC.gz	https://storage.googleapis.com/finngen-public-data-r12/summary_stats/release/finngen_R12_C3_NSCLC_ADENO_EXALLC.gz
C3_NSCLC_SQUAM_EXALLC	Non-small cell lung cancer, squamous, excluding all cancers (controls excluding all cancers)	II Neoplasms, from cancer register (ICD-O-3)	1898	378749	gs://finngen-public-data-r12/summary_stats/release/finngen_R12_C3_NSCLC_SQUAM_EXALLC.gz	https://storage.googleapis.com/finngen-public-data-r12/summary_stats/release/finngen_R12_C3_NSCLC_SQUAM_EXALLC.gz
C3_OESOPHAGUS_EXALLC	Malignant neoplasm of oesophagus, excluding all cancers (controls excluding all cancers)	II Neoplasms, from cancer register (ICD-O-3)	1277	378749	gs://finngen-public-data-r12/summary_stats/release/finngen_R12_C3_OESOPHAGUS_EXALLC.gz	https://storage.googleapis.com/finngen-public-data-r12/summary_stats/release/finngen_R12_C3_OESOPHAGUS_EXALLC.gz
C3_ORALCAVITY_EXALLC	Malignant neoplasm of oral cavity, excluding all cancers (controls excluding all cancers)	II Neoplasms, from cancer register (ICD-O-3)	1614	378749	gs://finngen-public-data-r12/summary_stats/release/finngen_R12_C3_ORALCAVITY_EXALLC.gz	https://storage.googleapis.com/finngen-public-data-r12/summary_stats/release/finngen_R12_C3_ORALCAVITY_EXALLC.gz
C3_OTHER_SKIN_EXALLC	Other malignant neoplasms of skin (=non-melanoma skin cancer), excluding all cancers (controls excluding all cancers)	II Neoplasms, from cancer register (ICD-O-3)	28424	378749	gs://finngen-public-data-r12/summary_stats/release/finngen_R12_C3_OTHER_SKIN_EXALLC.gz	https://storage.googleapis.com/finngen-public-data-r12/summary_stats/release/finngen_R12_C3_OTHER_SKIN_EXALLC.gz
C3_OVARY_EXALLC	Malignant neoplasm of ovary, excluding all cancers (controls excluding all cancers)	II Neoplasms, from cancer register (ICD-O-3)	2339	222078	gs://finngen-public-data-r12/summary_stats/release/finngen_R12_C3_OVARY_EXALLC.gz	https://storage.googleapis.com/finngen-public-data-r12/summary_stats/release/finngen_R12_C3_OVARY_EXALLC.gz
C3_OVARY_SEROUS_EXALLC	Serous carcinoma of ovary, excluding all cancers (controls excluding all cancers)	II Neoplasms, from cancer register (ICD-O-3)	1135	222078	gs://finngen-public-data-r12/summary_stats/release/finngen_R12_C3_OVARY_SEROUS_EXALLC.gz	https://storage.googleapis.com/finngen-public-data-r12/summary_stats/release/finngen_R12_C3_OVARY_SEROUS_EXALLC.gz
C3_PANCREAS_ADENO_DUCTAL_EXALLC	Adenocarcinoma and ductal carcinoma of pancreas, excluding all cancers (controls excluding all cancers)	II Neoplasms, from cancer register (ICD-O-3)	1130	378749	gs://finngen-public-data-r12/summary_stats/release/finngen_R12_C3_PANCREAS_ADENO_DUCTAL_EXALLC.gz	https://storage.googleapis.com/finngen-public-data-r12/summary_stats/release/finngen_R12_C3_PANCREAS_ADENO_DUCTAL_EXALLC.gz
C3_PANCREAS_EXALLC	Malignant neoplasm of pancreas, excluding all cancers (controls excluding all cancers)	II Neoplasms, from cancer register (ICD-O-3)	3139	378749	gs://finngen-public-data-r12/summary_stats/release/finngen_R12_C3_PANCREAS_EXALLC.gz	https://storage.googleapis.com/finngen-public-data-r12/summary_stats/release/finngen_R12_C3_PANCREAS_EXALLC.gz
C3_PROSTATE_EXALLC	Malignant neoplasm of prostate, excluding all cancers (controls excluding all cancers)	II Neoplasms, from cancer register (ICD-O-3)	20368	156671	gs://finngen-public-data-r12/summary_stats/release/finngen_R12_C3_PROSTATE_EXALLC.gz	https://storage.googleapis.com/finngen-public-data-r12/summary_stats/release/finngen_R12_C3_PROSTATE_EXALLC.gz
C3_RECTUM_ADENO	Adenocarcinoma and papilloma adenocarcinoma of rectum	II Neoplasms, from cancer register (ICD-O-3)	3461	496887	gs://finngen-public-data-r12/summary_stats/release/finngen_R12_C3_RECTUM_ADENO.gz	https://storage.googleapis.com/finngen-public-data-r12/summary_stats/release/finngen_R12_C3_RECTUM_ADENO.gz
C3_RECTUM_ADENO_MUCINO_EXALLC	Adenocarcinoma, papilloma adenocarcinoma and mucinous carcinomas of rectum, excluding all cancers (controls excluding all cancers)	II Neoplasms, from cancer register (ICD-O-3)	3768	378749	gs://finngen-public-data-r12/summary_stats/release/finngen_R12_C3_RECTUM_ADENO_MUCINO_EXALLC.gz	https://storage.googleapis.com/finngen-public-data-r12/summary_stats/release/finngen_R12_C3_RECTUM_ADENO_MUCINO_EXALLC.gz
C3_RECTUM_EXALLC	Malignant neoplasm of rectum, excluding all cancers (controls excluding all cancers)	II Neoplasms, from cancer register (ICD-O-3)	4844	378749	gs://finngen-public-data-r12/summary_stats/release/finngen_R12_C3_RECTUM_EXALLC.gz	https://storage.googleapis.com/finngen-public-data-r12/summary_stats/release/finngen_R12_C3_RECTUM_EXALLC.gz
C3_SKIN_EXALLC	Malignant neoplasm of skin, excluding all cancers (controls excluding all cancers)	II Neoplasms, from cancer register (ICD-O-3)	34177	378749	gs://finngen-public-data-r12/summary_stats/release/finngen_R12_C3_SKIN_EXALLC.gz	https://storage.googleapis.com/finngen-public-data-r12/summary_stats/release/finngen_R12_C3_SKIN_EXALLC.gz
C3_SMALL_INTESTINE_EXALLC	Malignant neoplasm of small intestine, excluding all cancers (controls excluding all cancers)	II Neoplasms, from cancer register (ICD-O-3)	1034	378749	gs://finngen-public-data-r12/summary_stats/release/finngen_R12_C3_SMALL_INTESTINE_EXALLC.gz	https://storage.googleapis.com/finngen-public-data-r12/summary_stats/release/finngen_R12_C3_SMALL_INTESTINE_EXALLC.gz
C3_SQUOMOUS_CELL_CARCINOMA_SKIN_EXALLC	Squamous cell neoplasms and carcinomas of the skin, excluding all cancers (controls excluding all cancers)	II Neoplasms, from cancer register (ICD-O-3)	4663	378749	gs://finngen-public-data-r12/summary_stats/release/finngen_R12_C3_SQUOMOUS_CELL_CARCINOMA_SKIN_EXALLC.gz	https://storage.googleapis.com/finngen-public-data-r12/summary_stats/release/finngen_R12_C3_SQUOMOUS_CELL_CARCINOMA_SKIN_EXALLC.gz
C3_STOMACH_ADENO_EXALLC	Adenocarcinoma and papillary adenocarcinoma of stomach, excluding all cancers (controls excluding all cancers)	II Neoplasms, from cancer register (ICD-O-3)	1023	378749	gs://finngen-public-data-r12/summary_stats/release/finngen_R12_C3_STOMACH_ADENO_EXALLC.gz	https://storage.googleapis.com/finngen-public-data-r12/summary_stats/release/finngen_R12_C3_STOMACH_ADENO_EXALLC.gz
C3_STOMACH_EXALLC	Malignant neoplasm of stomach, excluding all cancers (controls excluding all cancers)	II Neoplasms, from cancer register (ICD-O-3)	2296	378749	gs://finngen-public-data-r12/summary_stats/release/finngen_R12_C3_STOMACH_EXALLC.gz	https://storage.googleapis.com/finngen-public-data-r12/summary_stats/release/finngen_R12_C3_STOMACH_EXALLC.gz
C3_THYROID_GLAND_EXALLC	Malignant neoplasm of thyroid gland, excluding all cancers (controls excluding all cancers)	II Neoplasms, from cancer register (ICD-O-3)	2859	378749	gs://finngen-public-data-r12/summary_stats/release/finngen_R12_C3_THYROID_GLAND_EXALLC.gz	https://storage.googleapis.com/finngen-public-data-r12/summary_stats/release/finngen_R12_C3_THYROID_GLAND_EXALLC.gz
C3_THYROID_PAPILLARY_ADENO_EXALLC	Papillary adenocarcinoma of thyroid gland, excluding all cancers (controls excluding all cancers)	II Neoplasms, from cancer register (ICD-O-3)	2400	378749	gs://finngen-public-data-r12/summary_stats/release/finngen_R12_C3_THYROID_PAPILLARY_ADENO_EXALLC.gz	https://storage.googleapis.com/finngen-public-data-r12/summary_stats/release/finngen_R12_C3_THYROID_PAPILLARY_ADENO_EXALLC.gz
C3_URINARY_TRACT_EXALLC	Malignant neoplasm of urinary organs, excluding all cancers (controls excluding all cancers)	II Neoplasms, from cancer register (ICD-O-3)	4535	378749	gs://finngen-public-data-r12/summary_stats/release/finngen_R12_C3_URINARY_TRACT_EXALLC.gz	https://storage.googleapis.com/finngen-public-data-r12/summary_stats/release/finngen_R12_C3_URINARY_TRACT_EXALLC.gz
CARDIAC_ARRHYTM	Cardiac arrhythmias	Comorbidities of COPD	92926	288216	gs://finngen-public-data-r12/summary_stats/release/finngen_R12_CARDIAC_ARRHYTM.gz	https://storage.googleapis.com/finngen-public-data-r12/summary_stats/release/finngen_R12_CARDIAC_ARRHYTM.gz
CD2_BENIGN_ADRENAL	Benign neoplasm: Adrenal gland	II Neoplasms from hospital discharges (CD2_)	2570	497778	gs://finngen-public-data-r12/summary_stats/release/finngen_R12_CD2_BENIGN_ADRENAL.gz	https://storage.googleapis.com/finngen-public-data-r12/summary_stats/release/finngen_R12_CD2_BENIGN_ADRENAL.gz
CD2_BENIGN_ASCENDING_COLON	Benign neoplasm: Ascending colon	II Neoplasms from hospital discharges (CD2_)	4736	495612	gs://finngen-public-data-r12/summary_stats/release/finngen_R12_CD2_BENIGN_ASCENDING_COLON.gz	https://storage.googleapis.com/finngen-public-data-r12/summary_stats/release/finngen_R12_CD2_BENIGN_ASCENDING_COLON.gz
CD2_BENIGN_BONE_CARTILAGE	Benign neoplasm of bone and articular cartilage	II Neoplasms from hospital discharges (CD2_)	3326	497022	gs://finngen-public-data-r12/summary_stats/release/finngen_R12_CD2_BENIGN_BONE_CARTILAGE.gz	https://storage.googleapis.com/finngen-public-data-r12/summary_stats/release/finngen_R12_CD2_BENIGN_BONE_CARTILAGE.gz
CD2_BENIGN_BONE_LONG_LOWER	Benign neoplasm: Long bones of lower limb	II Neoplasms from hospital discharges (CD2_)	1215	499133	gs://finngen-public-data-r12/summary_stats/release/finngen_R12_CD2_BENIGN_BONE_LONG_LOWER.gz	https://storage.googleapis.com/finngen-public-data-r12/summary_stats/release/finngen_R12_CD2_BENIGN_BONE_LONG_LOWER.gz
CD2_BENIGN_BRAIN_CNS	Benign neoplasm of brain and other parts of central nervous system	II Neoplasms from hospital discharges (CD2_)	2404	497944	gs://finngen-public-data-r12/summary_stats/release/finngen_R12_CD2_BENIGN_BRAIN_CNS.gz	https://storage.googleapis.com/finngen-public-data-r12/summary_stats/release/finngen_R12_CD2_BENIGN_BRAIN_CNS.gz
CD2_BENIGN_BREAST	Benign neoplasm of breast	II Neoplasms from hospital discharges (CD2_)	4750	277314	gs://finngen-public-data-r12/summary_stats/release/finngen_R12_CD2_BENIGN_BREAST.gz	https://storage.googleapis.com/finngen-public-data-r12/summary_stats/release/finngen_R12_CD2_BENIGN_BREAST.gz
CD2_BENIGN_CAECUM	Benign neoplasm: Caecum	II Neoplasms from hospital discharges (CD2_)	3599	496749	gs://finngen-public-data-r12/summary_stats/release/finngen_R12_CD2_BENIGN_CAECUM.gz	https://storage.googleapis.com/finngen-public-data-r12/summary_stats/release/finngen_R12_CD2_BENIGN_CAECUM.gz
CD2_BENIGN_CHOROID	Benign neoplasm: Choroid	II Neoplasms from hospital discharges (CD2_)	2024	498324	gs://finngen-public-data-r12/summary_stats/release/finngen_R12_CD2_BENIGN_CHOROID.gz	https://storage.googleapis.com/finngen-public-data-r12/summary_stats/release/finngen_R12_CD2_BENIGN_CHOROID.gz
